gene_symbol,Mecom
gene_accession_id,MGI:95457
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_life_stage,E12.5
parameter_id,MGP_MLN_005_001
analysis_id,zb6dnt4n459bkpi
mouse_strain,C57BL
pvalue,0.358894
