pvalue,0.3803622
analysis_id,36w9by6eqf6vvov
gene_accession_id,MGI:88479
mouse_strain,C57BL
parameter_id,IMPC_ECH_005_001
mouse_life_stage,Early adult
parameter_name,Fractional Shortening
gene_symbol,Cpa3
