mouse_strain,129SV
parameter_id,IMPC_IMM_006_001
mouse_life_stage,Early adult
analysis_id,8570iv9644npugo
pvalue,0.5179001
gene_symbol,Inpp1
gene_accession_id,MGI:104848
parameter_name,Others
