gene_symbol,Cd52
mouse_strain,C57BL
gene_accession_id,MGI:1346088
pvalue,0.281835
analysis_id,g1b3wh06xxh9f8f
mouse_life_stage,Early adult
parameter_id,IMPC_GEP_017_001
parameter_name,Facial Morphology
