mouse_life_stage,E18.5
mouse_strain,C57BL
gene_symbol,Grem2
parameter_id,MGP_PBI_001_001
analysis_id,37e7q64wtf97pu2
pvalue,0.07475603
parameter_name,Total T cell percentage
gene_accession_id,MGI:1344367
