parameter_name,Periphery distance travelled
pvalue,0.9662593
analysis_id,g318f0w45b36lyr
gene_accession_id,MGI:1915087
parameter_id,JAX_OFD_010_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_symbol,Tiprl
