gene_symbol,Wars2
mouse_life_stage,Early adult
pvalue,0.9057803
mouse_strain,C57BL
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_accession_id,MGI:1917810
analysis_id,o6bs5i1fe8656wi
parameter_id,MGP_PBI_030_001
