parameter_id,MGP_IMM_071_001
pvalue,0.7650154
analysis_id,c6h10n697w1f0rv
gene_symbol,Tnfsf8
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:88328
parameter_name,Total CD4+ T cells - % of CD45+
