parameter_id,IMPC_HEM_008_001
gene_accession_id,MGI:103302
mouse_strain,C57BL
analysis_id,08t0g7rh9m55hk9
parameter_name,Platelet count
gene_symbol,Bmp7
pvalue,0.3110301
mouse_life_stage,Early adult
