parameter_id,IMPC_GEL_032_001
mouse_strain,C57BL
gene_symbol,Ubxn11
parameter_name,Embryo Size
gene_accession_id,MGI:1914836
analysis_id,syi0f96169w0w87
pvalue,0.8061112
mouse_life_stage,Early adult
