mouse_life_stage,E9.5
pvalue,0.5044559
analysis_id,24m3mh6oyg70kj1
gene_symbol,Bcs1l
mouse_strain,C57BL
parameter_id,IMPC_IPG_010_001
gene_accession_id,MGI:1914071
parameter_name,Fasted blood glucose concentration
