parameter_id,IMPC_CBC_024_001
analysis_id,h7h61tg833nr6a5
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Rab3gap2
pvalue,0.8743492
gene_accession_id,MGI:1916043
parameter_name,UIBC (unsaturated iron binding capacity)
