parameter_id,IMPC_HEM_031_001
gene_accession_id,MGI:1914309
mouse_life_stage,Early adult
pvalue,0.1873891
gene_symbol,Ola1
mouse_strain,C57BL
analysis_id,ddt2vi097mb844t
parameter_name,Lymphocyte differential count
