parameter_id,MGP_PBI_033_001
gene_symbol,Hpca
parameter_name,CD8+ KLRG1+ alpha beta T cell number
analysis_id,aut694i36jirl13
pvalue,0.2454757
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
