parameter_name,Retina (combined)
gene_accession_id,MGI:1336200
pvalue,0.9054239
analysis_id,438c3kb623c2v2r
gene_symbol,Hpca
parameter_id,IMPC_EYE_092_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
