mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
parameter_id,MGP_CSD_008_001
pvalue,0.3346225
analysis_id,8n6pz04899krr11
mouse_strain,C57BL
gene_symbol,Hpca
parameter_name,Startle response
