gene_symbol,Bmi1
gene_accession_id,MGI:88174
analysis_id,deq05sa839q88yd
parameter_id,IMPC_EYE_092_001
pvalue,0.2371474
mouse_strain,C57BL
parameter_name,Retina (combined)
mouse_life_stage,Early adult
