mouse_life_stage,Middle aged adult
analysis_id,7ci86k3de08l50v
parameter_id,IMPC_XRY_024_001
pvalue,0.4996595
gene_symbol,Slc30a4
parameter_name,Femur
mouse_strain,C57BL
gene_accession_id,MGI:1345282
