parameter_id,JAX_LDT_003_001
gene_symbol,Hrnr
pvalue,0.9305915
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,9c5c6aa6lgu52xz
gene_accession_id,MGI:3046938
parameter_name,Time mobile light side
