parameter_id,IMPC_IMM_073_001
mouse_strain,C57BL
parameter_name,cDCs CD11b Type
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
analysis_id,ebwk17b60sc65cg
pvalue,0.8713596
