mouse_strain,C57BL
gene_symbol,Traf6
parameter_id,M-G-P_016_001_006
gene_accession_id,MGI:108072
analysis_id,71g70m62035fpm3
parameter_name,Mean-corpuscular-haemoglobin
mouse_life_stage,Early adult
pvalue,0.8519909
