parameter_id,M-G-P_007_001_008
analysis_id,u4da3mjivs58ewx
pvalue,0.642108
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Periphery - Permanence Time
gene_accession_id,MGI:1929242
gene_symbol,Ivd
