gene_symbol,Hpca
analysis_id,926204wbl08k2vq
mouse_life_stage,Late adult
parameter_id,MGP_PBI_004_001
gene_accession_id,MGI:1336200
mouse_strain,C57BL
parameter_name,CD8+ alpha beta T cell percentage
pvalue,0.8687989
