gene_symbol,Opn3
mouse_life_stage,Early adult
analysis_id,2j14d4t0j8qpy1u
pvalue,0.775271
gene_accession_id,MGI:1338022
parameter_id,JAXLA_DXA_009_001
parameter_name,Fat/Body weight
mouse_strain,C57BL
