gene_symbol,Col6a3
parameter_name,Corneal opacity
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_008_001
gene_accession_id,MGI:88461
analysis_id,zf89ut4n105d0b7
pvalue,0.5665835
