parameter_id,IMPC_DXA_003_001
gene_accession_id,MGI:1914256
mouse_life_stage,Early adult
parameter_name,Lean mass
mouse_strain,C57BL
pvalue,0.2279027
gene_symbol,Cisd2
analysis_id,fsc2z387ar3985c
