parameter_id,IMPC_ACS_034_001
pvalue,0.2091856
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
analysis_id,s47b33m28i5ebw4
gene_symbol,Ola1
mouse_life_stage,Early adult
gene_accession_id,MGI:1914309
