parameter_id,HRWLLA_OFD_010_001
analysis_id,sglqvi19kp1zr5w
gene_accession_id,MGI:1336200
pvalue,0.6687211
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_symbol,Hpca
parameter_name,Periphery distance travelled
