gene_symbol,Bpifa3
pvalue,0.07401761
gene_accession_id,MGI:1920638
parameter_id,IMPC_IMM_034_001
mouse_life_stage,Early adult
analysis_id,o5t23b2d63mge9h
mouse_strain,129SV
parameter_name,CD8 CD44-CD62L+ T cells
