gene_symbol,Cldn19
pvalue,0.206752
parameter_id,JAX_LDT_008_001
mouse_strain,C57BL
gene_accession_id,MGI:3033992
parameter_name,Percent time in dark
mouse_life_stage,Early adult
analysis_id,gu1vu3w136g5g1z
