mouse_life_stage,E9.5
gene_accession_id,MGI:3026886
parameter_name,Pale yolk sac
analysis_id,8927bb0817tsa20
mouse_strain,C57BL
parameter_id,IMPC_GEL_017_002
gene_symbol,Cdin1
pvalue,0.6064707
