gene_symbol,Inpp1
gene_accession_id,MGI:104848
pvalue,0.864087
parameter_id,MGP_PBI_010_001
mouse_life_stage,Early adult
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
analysis_id,6x142x07o4gct53
mouse_strain,C57BL
