gene_symbol,Lime1
mouse_strain,C57BL
pvalue,0.3866008
parameter_name,KLRG1+ NK cells - % of CD45+
gene_accession_id,MGI:1919949
parameter_id,MGP_MLN_093_001
analysis_id,mi70unzm29z126u
mouse_life_stage,Early adult
