gene_symbol,Fgb
parameter_id,IMPC_CSD_047_001
pvalue,0.3503438
mouse_life_stage,E12.5
gene_accession_id,MGI:99501
mouse_strain,C57BL
analysis_id,3w409p9k5y61wl2
parameter_name,Hindlimb digit - size
