parameter_id,IMPC_IMM_055_001
gene_symbol,Snrpb2
parameter_name,NK Subsets (Q2)
mouse_life_stage,Early adult
analysis_id,g8310x892760ek3
pvalue,0.1096015
mouse_strain,C57BL
gene_accession_id,MGI:104805
