parameter_id,IMPC_ACS_006_001
gene_accession_id,MGI:2674093
mouse_strain,C57BL
pvalue,0.05781879
parameter_name,Response amplitude - S
gene_symbol,Psd4
mouse_life_stage,Early adult
analysis_id,xsr41d8p4952ft5
