parameter_name,Total cholesterol
mouse_strain,C57BL
analysis_id,5d079vroegh2nlu
parameter_id,JAXLA_CBC_015_001
pvalue,0.7332409
mouse_life_stage,E12.5
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
