parameter_id,IMPC_FEA_107_001
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
gene_symbol,Secisbp2l
mouse_life_stage,Late adult
analysis_id,70j70870q3b8533
gene_accession_id,MGI:1917604
pvalue,0.5882273
mouse_strain,C57BL
