mouse_strain,129SV
analysis_id,4j6g7gb228zw3gr
parameter_id,MGP_CSD_067_001
pvalue,0.9393529
mouse_life_stage,Early adult
gene_symbol,Inpp1
gene_accession_id,MGI:104848
parameter_name,Snout size
