parameter_id,IMPC_IMM_046_001
gene_accession_id,MGI:2674093
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Psd4
pvalue,0.5405046
parameter_name,DN CD44+CD62L- NKT cells
analysis_id,x35q4046d4737j1
