parameter_name,Whole arena average speed
pvalue,0.4373106
gene_symbol,Mgst2
analysis_id,960b51hltqyna0j
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_009_001
gene_accession_id,MGI:2448481
