mouse_strain,129SV
pvalue,0.3842111
parameter_name,Distance travelled - total
gene_symbol,Cds2
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
analysis_id,9dvka70l53z2u48
parameter_id,JAX_OFD_020_001
