gene_symbol,Lurap1
parameter_name,Retina (combined)
pvalue,0.4649118
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_092_002
mouse_strain,C57BL
analysis_id,5864mtxnnl06495
gene_accession_id,MGI:1915325
