parameter_name,BMC/Body weight
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
pvalue,0.4093353
mouse_life_stage,E18.5
parameter_id,IMPC_DXA_007_001
analysis_id,3elj9zfk0k73pp7
mouse_strain,C57BL
