gene_symbol,Kdm4c
mouse_strain,C57BL
gene_accession_id,MGI:1924054
analysis_id,0c36100654avb69
pvalue,0.986126
parameter_name,Corneal opacity
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_008_001
