parameter_name,Creatinine
parameter_id,JAX_URI_002_001
pvalue,0.6871379
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2135738
analysis_id,77va1y084eb8p5r
gene_symbol,Abo
