parameter_id,IMPC_ECH_018_001
pvalue,0.6838879
mouse_life_stage,Early adult
gene_symbol,Sfpq
analysis_id,cwfv26o5z565kai
mouse_strain,C57BL
parameter_name,Respiration Rate
gene_accession_id,MGI:1918764
