mouse_strain,C57BL
parameter_id,HMGULA_CBC_017_001
analysis_id,777gwhy8c76tp9f
parameter_name,Triglycerides
pvalue,0.4087523
gene_symbol,Dmap1
mouse_life_stage,E12.5
gene_accession_id,MGI:1913483
