gene_symbol,Snap23
analysis_id,96rn84v20a1fc7v
parameter_name,Upper teeth appearance
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
pvalue,0.8048591
parameter_id,IMPC_CSD_069_001
mouse_strain,C57BL
