gene_symbol,Bach2
pvalue,0.1008096
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,xm933227qy988gi
parameter_id,MGP_IMM_094_001
gene_accession_id,MGI:894679
mouse_strain,C57BL
