parameter_id,IMPC_OFD_013_001
gene_accession_id,MGI:109356
analysis_id,8ual7o2vm50l32q
mouse_strain,C57BL
pvalue,0.6068887
parameter_name,Periphery average speed
mouse_life_stage,Middle aged adult
gene_symbol,Snap23
