gene_symbol,Snap23
analysis_id,jxkjf1bm22o0h9b
mouse_life_stage,Middle aged adult
parameter_name,KLRG1+ mature NK cell percentage
parameter_id,MGP_PBI_011_001
gene_accession_id,MGI:109356
pvalue,0.701529
mouse_strain,C57BL
