parameter_id,M-G-P_013_001_001
pvalue,0.4164253
analysis_id,vr12e9d4cw10573
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
parameter_name,Eye
