gene_symbol,Frmpd1
parameter_name,lens opacity
parameter_id,M-G-P_014_001_010
gene_accession_id,MGI:2446274
pvalue,0.8356698
analysis_id,qtd4cq036556760
mouse_life_stage,Early adult
mouse_strain,C57BL
