gene_symbol,Fpgs
mouse_life_stage,Early adult
pvalue,0.9360853
parameter_id,IMPC_OFD_017_001
gene_accession_id,MGI:95576
parameter_name,Center average speed
analysis_id,60mha4oa93g6e30
mouse_strain,C57BL
