parameter_id,M-G-P_012_001_005
analysis_id,9aam4k0bh7gw650
mouse_strain,C57BL
gene_symbol,Rab3gap2
gene_accession_id,MGI:1916043
pvalue,0.5706125
mouse_life_stage,Early adult
parameter_name,Body Weight
