gene_symbol,Lurap1
gene_accession_id,MGI:1915325
mouse_strain,C57BL
parameter_id,IMPC_OFD_016_001
mouse_life_stage,Early adult
parameter_name,Center permanence time
analysis_id,461fs8g15v70jf9
pvalue,0.1929055
