parameter_id,M-G-P_016_001_006
gene_accession_id,MGI:2446274
pvalue,0.7742788
mouse_life_stage,Early adult
analysis_id,4wc6d66072n5aif
parameter_name,Mean-corpuscular-haemoglobin
gene_symbol,Frmpd1
mouse_strain,C57BL
