parameter_id,IMPC_CSD_030_001
pvalue,0.08236845
mouse_life_stage,E12.5
parameter_name,Tremor
analysis_id,54nl6d16jm105wm
gene_accession_id,MGI:97838
gene_symbol,Eprs1
mouse_strain,C57BL
