mouse_strain,129SV
analysis_id,021w7aap99q9z24
parameter_name,Resting Treg cells - % of Treg
pvalue,0.2172006
parameter_id,MGP_IMM_011_001
gene_symbol,Arpc2
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
