gene_symbol,Pex19
parameter_id,MGP_PBI_031_001
mouse_life_stage,E18.5
pvalue,0.5933714
parameter_name,KLRG1+ mature NK cell number
gene_accession_id,MGI:1334458
mouse_strain,C57BL
analysis_id,7f6d91tfzns1zvv
