gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,020z9a368m92942
parameter_name,Narrow eye opening
pvalue,0.7917414
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
parameter_id,IMPC_EYE_006_001
