parameter_name,Whole arena average speed
parameter_id,ESLIM_007_001_005
gene_symbol,NTMT2
gene_accession_id,MGI:2685053
mouse_strain,C57BL
Pvalue,0.1044993
analysis_id,7e36wk506501ozx
mouse_life_stage,Early adult
