gene_symbol,Nucks1
analysis_id,cf1rbb9v4u7u873
pvalue,0.4478064
parameter_id,JAXLA_CSD_039_001
parameter_name,Limb grasp
gene_accession_id,MGI:1934811
mouse_strain,C57BL
mouse_life_stage,Late adult
